Title,URL,imdb_id,Directors,overview,Poster_url,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,,,
Kaduva,https://www.imdb.com/title/tt11127404/,tt11127404,Shaji Kailas,The film is set in the late 90s revolving around the life of a young high range rubber planter from Mundakayam and his rivalry with a high ranking officer in the Kerala Police.,"https://m.media-amazon.com/images/M/MV5BMDNlZGU4ZGMtZjExYS00M2JjLThkMWEtZjkwOTZmYzgxMTIyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR7,0,380,562_.jpg",Prithviraj,Sukumaran,Vivek,Oberoi,Samyuktha,Menon,Siddique,,,,
Paka (River of Blood),https://www.imdb.com/title/tt15125812/,tt15125812,Nithin Lukose,PAKA is a tale of a river that swells with the blood of two feuding families and a young couple that tries to overcome this hatred with their love.,"https://m.media-amazon.com/images/M/MV5BOWNkYWVlMTEtMjc4NC00MjE4LWIwYzQtMjIwYTQ3OGU1Y2ZhXkEyXkFqcGdeQXVyMTEyNzI3ODMz._V1_QL75_UY562_CR3,0,380,562_.jpg",Nithin,George,Jose,Kizhakkan,Vinitha,Koshy,Joseph,Manickal,,,
Pyali,https://www.imdb.com/title/tt15699148/,tt15699148,"Babitha Mathew, Rinn",Story of two young siblings compassion for each other and how they overcome obstacles in life.,"https://m.media-amazon.com/images/M/MV5BMjIwZGEyMmEtZDI4Yy00Y2E5LWFiNWItZmE1NTc1NjZhMjgyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,1,380,562_.jpg",Barbiee,Sharma,George,Jacob,Arjun,Sanjay,Chandran,,,,
In,https://www.imdb.com/title/tt21238164/,tt21238164,Rajesh Nair,An enthusiastic and diligent journalist follows a set of serial murders that rocks her city. She tries to solve the crime not knowing that the murderer could be very close to home.,"https://m.media-amazon.com/images/M/MV5BMDBhODRjMzUtNTJjOC00OTk0LThlYWYtY2IwMzhiZjE5ODY0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Deepti,Sati,Madhupal,Manohari,Joy,Krishnan,Balakrishnan,,,,
Ela Veezha Poonchira,https://www.imdb.com/title/tt15516546/,tt15516546,Shahi Kabir,Follows two police officers at a small wireless police station on the hilltop as they work to resolve the mystery about a woman's body parts that have been scattered all over Elaveezhapoonchira.,"https://m.media-amazon.com/images/M/MV5BN2YyMGU4N2EtODg2Ny00MzQxLWJhM2EtZWQ4MTU3OTY3MTE0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR44,0,380,562_.jpg",Soubin,Shahir,Sudhi,Koppa,Jude,Anthany,Joseph,Jithu,Asharef,,
Padma,https://www.imdb.com/title/tt13990248/,tt13990248,Anoop Menon,"The story of renowned psychologist Ravishankar, his wife Padmaja, and some amusing incidents with his clients. Ravishankar and Padmaja, although hailing from a remote village, are residing now in a city and part of the elite society.","https://m.media-amazon.com/images/M/MV5BZWFkMTlkZjctMzcyNS00OWIwLWJmYmQtZTJhZjIzNTRhYzNhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Anoop,Menon,Surabhi,Lakshmi,Shankar,Ramakrishnan,Mareena,,,,
Mahaveeryar,https://www.imdb.com/title/tt13557082/,tt13557082,Abrid Shine,"Focuses on time travel, fantasy and court proceedings intertwined with emotional and funny moments.","https://m.media-amazon.com/images/M/MV5BMjA2NDIxOWUtNTRiZS00NjdmLTgwMmYtYmUzNGZmZWUzMzA3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Nivin,Pauly,Shanvi,Srivastava,Lalu,Alex,Asif,Ali,,,
Malayankunju,https://www.imdb.com/title/tt13640946/,tt13640946,Sajimon Prabhakar,Anikkuttan is an ill-tempered electronics technician who leads a quiet life with his mother. His daily routines are disrupted when his next door neighbor's newborn baby stirs up undesirable memories from his past.,"https://m.media-amazon.com/images/M/MV5BYjU2MWU2ODQtMzllYi00MTY0LTg1ZGEtNDRmYjMxYTA3MWFjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Fahadh,Faasil,Arjun,Ashokan,Rajisha,Vijayan,Nilja,K.,Baby,,
Kuri,https://www.imdb.com/title/tt21028740/,tt21028740,K.R. Praveen,A middle-aged man wins a lottery and a group of people aim at this prize money. The plot is unveiled through a lot of twists and turns giving an unexpected twist to the thrilling tale.,"https://m.media-amazon.com/images/M/MV5BYTRkYmMxZmItMjg2ZS00YTM1LWE5MmMtMmUwMjcwMzI2YzE4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Vishnu,Unnikrishnan,Surabhi,Lakshmi,Vishnu,Govindhan,Vinod,Thomas,,,
Paappan,https://www.imdb.com/title/tt14056670/,tt14056670,Joshiy,"A gripping crime investigation journey of Kerala Police confronted by an ex-cop Abraham Mathew Mathan aka Paappan. As he dives deeper into the case, destiny has an emotional tryst in store for him.","https://m.media-amazon.com/images/M/MV5BMDc1OTFhOWUtNWQ4NS00ZTNiLWEyMmItOTdlZjg5YTZiYTM4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Suresh,Gopi,Gokul,Suresh,Neeta,Pillai,Nyla,Usha,,,
19 1 a,https://www.imdb.com/title/tt13394304/,tt13394304,Indhu V.S.,The mundane life of a woman running a photocopy shop goes into a tailspin when a revolutionary writer leaves the manuscript of his unpublished novel with her.,"https://m.media-amazon.com/images/M/MV5BYmVjZTAxODctYWNjZC00MDg5LWJlNDctYjc0NGEyOTEyM2IzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Nithya,Menen,Vijay,Sethupathi,Indrajith,Sukumaran,Indrans,,,,
Headmaster,https://www.imdb.com/title/tt20189996/,tt20189996,Rajeev Nath,"Headmaster, is an inspired adaptation from POTHICHORU, a short story which portrayed the miserable lives of school teachers in Kerala, during the mid twentieth century. Joseph Mundassery ...                See full summaryÃ‚Â Ã‚Â»","https://m.media-amazon.com/images/M/MV5BYzIyNDBjYTMtMzExZC00Y2Y0LWE0YTUtMjQyNjIyMWJhNDlkXkEyXkFqcGdeQXVyMTQ1MDA5MDQ@._V1_QL75_UY562_CR4,0,380,562_.jpg",Babu,Antony,Devi,Jagadish,Madhupal,,,,,,
Sayanna Varthakal,https://www.imdb.com/title/tt9174214/,tt9174214,Arun Chandu,"Dennis, an independent journalist, interviews whistleblower Ravi Kumar. As the interview progresses, it becomes clear that the situation is significantly more complicated than it appears to be, and it will forever alter their lives.","https://m.media-amazon.com/images/M/MV5BNzlkYWNiNzQtZGM4NC00ZDcxLWIyOWEtMDZiYjY4OGM0ZTQ1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Gokul,Suresh,Dhyan,Sreenivasan,Aju,Varghese,Vishnu,Govindhan,,,
Sabaash Chandrabose,https://www.imdb.com/title/tt14183118/,tt14183118,V.C. Abhilash,"Chandra Bose goes to his close friend Yatindran's house, to watch TV . One day a minor squabble gets out and Chandra storms out swearing to buy a color TV . He takes desperate measures to acquire TV and gets caught in a series of troubles.","https://m.media-amazon.com/images/M/MV5BNWUwYzRkM2ItMDZmOC00OWNhLWFhNTktMTc4OWFhNzMzNDY5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR11,0,380,562_.jpg",Vishnu,Unnikrishnan,Johny,Antony,Irshad,Dharmajan,Bolgatty,,,,
Two Men,https://www.imdb.com/title/tt21094076/,tt21094076,Satheesh Kumar,"This is the story of two men from opposite ends of the spectrum of life, who somehow get inexplicably intertwined. The story happens over 24 hours, from the dawn of the eve of Bakrid to the dawn of Bakrid","https://m.media-amazon.com/images/M/MV5BMDZkMWZmNjEtZWE3Mi00YjFmLThiNzktODRiNGViZWRlMWUzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Donny,Darwin,Arfaz,Iqbal,Irshad,Kailash,,,,,
Pothum Thala,https://www.imdb.com/title/tt20871714/,tt20871714,Anil Karakkulam,,"https://m.media-amazon.com/images/M/MV5BMGVjM2MyNjctNDkxYi00NmYxLThjY2YtNDRmNjhiY2U4ZTVlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,4,380,562_.jpg",Saju,Navodaya,Anjana,Appukuttan,Chempil,Asokan,Suraj,Balakrishnan,,,
Nna Thaan Case Kodu,https://www.imdb.com/title/tt14188930/,tt14188930,Ratheesh Balakrishnan Poduval,A reformed thief's fight for justice when an innocent act to defend himself places him in loggerheads with the high and mighty of society.,"https://m.media-amazon.com/images/M/MV5BOTk0MGE4MTAtZTA2Ny00NjEzLWEyMDAtNmZhNzg5Y2VlOGRiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Kunchacko,Boban,Gayathrie,Rajesh,Madhavan,Unnimaya,Prasad,,,,
College Cuties,https://www.imdb.com/title/tt21637058/,tt21637058,A.K.B. Kumar,,"https://m.media-amazon.com/images/M/MV5BYWJlZmY3NWYtMGUzOS00YzI2LTkyMmMtNzljNTY0ZDM1NzZjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,20,380,562_.jpg",Devan,Shivaji,Guruvayoor,A.K.B.,Kumar,Kulappulli,Leela,,,,
Uthami,https://www.imdb.com/title/tt21637410/,tt21637410,S.P. Suresh Kumar,"A 35 year old lady enters a village with a 5 year old girl but passes away. The little girl grows up in a martial art master's house. She goes on to secure a gold medal in the university, she aims to become an IAS, but her father refuses.","https://m.media-amazon.com/images/M/MV5BNWNmN2VjYmMtZWQ0Yi00ZjhkLTlkZWMtYzUyYWIyYmM2MGQwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR9,0,380,562_.jpg",Gayathri,Suresh,,,,,,,,,
Thallumaala,https://www.imdb.com/title/tt11075264/,tt11075264,Khalid Rahman,"Follows a youngster ready to get married, but funny events happen and changes his plans.","https://m.media-amazon.com/images/M/MV5BMTU1MjcyMGUtODI3ZS00NTc4LWExNjgtY2ZjZGJlZmUyMmFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Tovino,Thomas,Kalyani,Priyadarshan,Shine,Tom,Chacko,Chemban,Vinod,Jose,
Solomante Theneechakal,https://www.imdb.com/title/tt16155404/,tt16155404,Lal Jose,"The friendship of two young women police constables, Suja and Glyna is put to test when Suja's lover Sharath gets involved in a crime. Will their friendship stand the test of time when this murder mystery is unveiled?","https://m.media-amazon.com/images/M/MV5BODBmOGI2MmQtOTZkZS00NDVjLWE4N2YtZjZmNzk3MWUwNmViXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,4,380,562_.jpg",Manikandan,R.,Achari,Jose,Adhya,Addis,Akkara,Vincy,Aloshious,,
Mike,https://www.imdb.com/title/tt15760250/,tt15760250,Vishnu Sivaprasad,"Follows Sarah, a free spirited young girl looking to surgically reassign her gender and Antony, a once exuberant but now a hopeless young man.","https://m.media-amazon.com/images/M/MV5BYzMxYzVmMDEtNDk2Ny00Njk0LWE0MjUtY2EwNWE1YTJiN2Q4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Anaswara,Rajan,Ranjith,Sajeev,Rohini,Vettukili,Prakash,,,,
Simon Daniel,https://www.imdb.com/title/tt14290314/,tt14290314,Sajan Antony,"When Simon Daniel, a wandering Archaeologist, learns that his friend, Santhosh, has disappeared while looking for a lost treasure in an mysterious estate, embarks on a journey to find him and complete the mission.","https://m.media-amazon.com/images/M/MV5BM2M2ZDRjMzUtMmM0MC00NGE3LTllZTItZTg0NzgxZTJlOWE5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Divya,Pillai,Sunil,Sukhada,Deva,Nandha,Vijeesh,,,,
Thee,https://www.imdb.com/title/tt21086946/,tt21086946,Anil V. Nagendran,,"https://m.media-amazon.com/images/M/MV5BM2Q4NjFhOTYtNWEzOS00MTQ2LWIwYmEtYjI4MjRlOWVmNDc3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Muhammed,Muhasin,Sagara,Rithesh,Indrans,,,,,,
Mathukuttiyude Vazhikal,https://www.imdb.com/title/tt21828188/,tt21828188,Biju M. Raaj,"A farming middle-class family, Mathukutty works against social injustice and the practise of corruption. After becoming a lawyer, he takes on a quarry owner and a dishonest forest warden.","https://m.media-amazon.com/images/M/MV5BNzMyMmYzZjEtYmZkNC00ZTA2LTlkMTctNGUwMDkxYWQ1N2Q1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR9,0,380,562_.jpg",Kailash,Santhosh,Keezhattoor,Devan,Sunil,Sukhada,,,,,
Ulkkanal,https://www.imdb.com/title/tt22770484/,tt22770484,Yatheendradass,"The movie centres on a minor plot on how women are conned in the villages through cunning methods, and how this affects the Moopans' judgement.","https://m.media-amazon.com/images/M/MV5BZmQzOTJiMmUtZDc2Zi00MGE0LWE0ODktODUwNzU5NTg4YmZkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,29,380,562_.jpg",Saikumar,Ambika,Mohan,Kochu,Preman,Deepthi,Maret,,,,
Theerppu,https://www.imdb.com/title/tt13760918/,tt13760918,Rathish Ambat,"Four friends, Ramkumar, Kalyan, Parameshwaran and Abdulla, who share a troubled history and familial strife, meet at Ramkumar's Hotel. This happenstance get-together ends up in fresh tension, leading to unforeseen consequences.","https://m.media-amazon.com/images/M/MV5BNmU0NWZiNTctZTMxZC00YzljLTllNzQtNDNjMTI2ODczMGRlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Prithviraj,Sukumaran,Indrajith,Sukumaran,Saiju,Kurup,Vijay,Babu,,,
Kudukku 2025,https://www.imdb.com/title/tt14481696/,tt14481696,Bilahari,The impact of latest technologies is explored as the virtual world has taken over every single aspect of our lives and the gadgets have manipulated and transgressed into the private spaces of people.,"https://m.media-amazon.com/images/M/MV5BYTA0YzI3M2ItNzA3My00M2MxLWI3ZjgtMzZjYjFhNDU5NzRkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",S.V.,Krishna,Shankar,Rammohan,Ravindran,Shine,Tom,Chacko,Aju,Varghese,
Kannur Squad,https://www.imdb.com/title/tt25274786/,tt25274786,Roby Varghese Raj,"The gripping saga of a police officer and his team, their challenging journey to nab a criminal gang across the country. Further, it shows how he leads his team towards triumph, amidst professional uncertainties in this gripping drama.","https://m.media-amazon.com/images/M/MV5BNTMxZTQ1ZmEtOWM3Ny00MGQzLTgyMjgtZGMzNDM0YjVhZjMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Mammootty,Kishore,Kumar,G.,Vijayaraghavan,Rony,David,,,,
Iratta,https://www.imdb.com/title/tt25406500/,tt25406500,Rohit M.G. Krishnan,"After a cop is found dead, a policeman's investigation starts a chilling search for the truth connected to his estranged twin and their fraught past.","https://m.media-amazon.com/images/M/MV5BZTM2NDI0N2UtOTA1OS00ZWUyLTljNjEtMzM4MWEyZDYyM2VkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Joju,George,Anjali,Srindaa,Srikant,Murali,,,,,
Romancham,https://www.imdb.com/title/tt20249418/,tt20249418,Jithu Madhavan,A game of Ouija board goes hilariously wrong when seven bachelors unexpectedly invite a spirit and try to make the best out of the situation.,"https://m.media-amazon.com/images/M/MV5BOWRkNDBiMTAtMmJmZi00MzlmLWJjMzUtNDg2YmUzMzRlZmVlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR34,0,380,562_.jpg",Soubin,Shahir,Arjun,Ashokan,Chemban,Vinod,Jose,Sajin,Gopu,,
King of Kotha,https://www.imdb.com/title/tt15134398/,tt15134398,Abhilash Joshiy,"In a crime-infested town, Kannan bhai and his gang are the reigning powers. To combat this reign and seek revenge, Inspector Shahul tactfully plots the return of the 'King', leading to a transformative turn of events.","https://m.media-amazon.com/images/M/MV5BYzI3ZGEzM2EtNmU3ZC00YTE2LTg4ZDctMjcxNjliOTBlYjkyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Dulquer,Salmaan,Aishwarya,Lekshmi,Ritika,Singh,Soubin,Shahir,,,
Nanpakal Nerathu Mayakkam,https://www.imdb.com/title/tt15477504/,tt15477504,Lijo Jose Pellissery,"James wakes up irritable on a bus, believing he is Sundaram, a man who vanished from a quiet village years prior.","https://m.media-amazon.com/images/M/MV5BMmIwMDExYTQtYWFlMS00Zjk3LThiOTItYjNhZjQ3OGI3ZWU5XkEyXkFqcGdeQXVyMTM1MzAzNzUx._V1_QL75_UY562_CR43,0,380,562_.jpg",Mammootty,Ashokan,Ramya,Pandian,Pramod,Shetty,,,,,
RDX: Robert Dony Xavier,https://www.imdb.com/title/tt24517458/,tt24517458,Nahas Hidayath,The life of three mysterious individuals take a turn as their faces gets exposed.,"https://m.media-amazon.com/images/M/MV5BYzcwZTZmOTUtMGE2Ny00ZWU3LWEwZjAtNzdjZWNlNGJmYWM1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Antony,Varghese,Shane,Nigam,Neeraj,Madhav,Babu,Antony,,,
Purusha Pretham,https://www.imdb.com/title/tt25153418/,tt25153418,Krishand,"Purusha Pretham, Krishand's third feature, is a police procedural story that has never been seen before in Malayalam cinema; an investigative thriller with interesting twists and turns.","https://m.media-amazon.com/images/M/MV5BODAxNDRiN2MtODdlYy00YzgyLWJmNWQtNTE2M2RkYjE4NTNkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX380_CR0,2,380,562_.jpg",Alexander,Prasanth,Darshana,Rajendran,Jagadish,Ajayaghosh,,,,,
Corona Papers,https://www.imdb.com/title/tt24683702/,tt24683702,Priyadarshan,"Rahul, a newly appointed officer, accidentally loses his service pistol. What happens when it lands in the wrong hands?","https://m.media-amazon.com/images/M/MV5BMTVlNGRmYTItNzc2YS00NGE5LWE2NzEtMzMyMDE2YjhiYjQwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Siddique,Shane,Nigam,Shine,Tom,Chacko,Jean,Paul,Lal,,
Dhoomam,https://www.imdb.com/title/tt22436062/,tt22436062,Pawan Kumar,"Avinash wants to quit his marketing job at a top cigarette company, but it comes with consequences.","https://m.media-amazon.com/images/M/MV5BNmVmMGVhMTYtNjNiZi00ODAwLWI0OTUtZjUwMmVjZTIyNmZmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR8,0,380,562_.jpg",Fahadh,Faasil,Aparna,Balamurali,Roshan,Mathew,Vineeth,,,,
Janaki Jaane,https://www.imdb.com/title/tt26008876/,tt26008876,Aneesh Upasana,"Struggling with panic disorder, Janaki is ecstatic when Unni Mukundan proposes to marry her. Things go south when Janaki's fears land her in serious trouble.","https://m.media-amazon.com/images/M/MV5BODM4ZmI5YTItNGY1Yy00Njg0LTk3ZjMtNjFkYjBiZWMwMDFkXkEyXkFqcGdeQXVyMTY0NTU5NjQw._V1_QL75_UX380_CR0,4,380,562_.jpg",Navya,Nair,Sharafudheen,Johny,Antony,Anarkali,Marikar,,,,
Ramachandra Boss & Co,https://www.imdb.com/title/tt25656560/,tt25656560,Haneef Adeni,A group from India become involved in an art heist in the United Arab Emirates.,"https://m.media-amazon.com/images/M/MV5BZmZhNGNhNTYtMDY3Yi00YWU5LTgyNDYtZDNmZTU0YmY0NDNmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Roni,Abraham,Sreenath,Babu,Aarsha,Chandini,Baiju,Mamitha,Baiju,,
Alone,https://www.imdb.com/title/tt15387128/,tt15387128,Shaji Kailas,A man named Kalidas gets stranded due to the pandemic lock-down when he travels from Coimbatore to Kerala.,"https://m.media-amazon.com/images/M/MV5BOWVlNGQ1NWMtMjA0OC00ZDFiLThhNWQtZGYxZTBmNzI4ZWM1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR21,0,380,562_.jpg",Mohanlal,Annie,Nandhu,Rachana,Narayanankutty,,,,,,
Voice of Sathyanathan,https://www.imdb.com/title/tt15477202/,tt15477202,Raffi,A man's life becomes increasingly complicated after his neighbor is injured in a dispute over a fence.,"https://m.media-amazon.com/images/M/MV5BOWI1N2ZhOTAtMmQ3Mi00MDVkLWI3M2UtMDEzNTc4NDU4YTE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Thennal,Abhilash,Johny,Antony,Anusree,Jagapathi,Babu,,,,
Ntikkakkakkoru Premondarnn,https://www.imdb.com/title/tt21924136/,tt21924136,Adhil M. Asharaf,"Story of estranged teenage lovers, Jimmy and Nithya. Set in the backdrop of the coastal region, Jimmy belongs to a middle-class muslim family while Nithya is a Hindu girl and their inter-faith relationship didn't go well.","https://m.media-amazon.com/images/M/MV5BZDZkYjhiMjctZTg1Yy00NWRlLTg3OGQtMjBiYWJhMTU1YjlhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Bhavana,Afsana,Lekshmi,Sharafudheen,Ashokan,,,,,,
Neelavelicham,https://www.imdb.com/title/tt13886392/,tt13886392,Aashiq Abu,"A young, enthusiastic and free-spirited writer arrives to stay in a desolate mansion, rumored to be haunted by the apparition of a young woman who committed suicide when she was betrayed in love.","https://m.media-amazon.com/images/M/MV5BMmQ5ZWU4OWUtNWVhMS00NzY4LWExZTctYzdhNmFlNzdlZjhmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Tovino,Thomas,Shine,Tom,Chacko,Rajesh,Madhavan,Roshan,Mathew,,
Christy,https://www.imdb.com/title/tt24342088/,tt24342088,Alvin Henry,"Roy, a village boy who's a failure at studies, joins Christy's tuition. They become good friends, however later when Christy gets a job abroad, Roy's life changes.","https://m.media-amazon.com/images/M/MV5BYzMyYmMwY2YtNGE3ZC00MjA5LWJiMjMtNmI3YmU4YWQ2OWUzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Malavika,Mohanan,Mathew,Thomas,Rajesh,Madhavan,Manju,Pathrose,,,
Rekha,https://www.imdb.com/title/tt26260250/,tt26260250,Jithin Issac Thomas,"A young woman in love, ends up on a vindictive mission as a result of one unfortunate night that sends her spiralling into violence.","https://m.media-amazon.com/images/M/MV5BZWU3NjUyODMtNGFlNS00MDg5LWJkNDYtNzc3MzFmZWI5ZjMyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Vincy,Aloshious,Premalatha,Thayineri,Rajesh,Azhikkodan,Unni,Lalu,,,
Padmini,https://www.imdb.com/title/tt16077654/,tt16077654,Senna Hegde,A part-time poet and a full-time college teacher Rameshans life take a standstill when an extremely embarrassing situation makes him the target of all jokes.,"https://m.media-amazon.com/images/M/MV5BYjQ2NjQ1NjMtYTZmNS00ZjVjLTk3N2EtZTk0Njk5NTFiZDVjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Anaswara,Rajan,Madonna,Sebastian,Kunchacko,Boban,Malavika,Menon,,,
Nalla Nilavulla Rathri,https://www.imdb.com/title/tt27209716/,tt27209716,Murphy Devasy,A business and pleasure trip to Shimoga turns into a nightmare for six college friends who manage an organic farming business. They appear to be trapped in a vortex of evil with no way out.,"https://m.media-amazon.com/images/M/MV5BZWMxMDA3OGYtYzIzYy00NGIzLTkwMWEtYjhjM2E5Y2E1MWM3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR3,0,380,562_.jpg",Baburaj,Sajin,Cherukayil,Rony,David,Ganapathi,,,,,
Pachuvum Athbutha Vilakkum,https://www.imdb.com/title/tt13781128/,tt13781128,Akhil Sathyan,A middle-class Malayali youth who is settled in Mumbai and revolves around incidents that take place on a journey to Kerala.,"https://m.media-amazon.com/images/M/MV5BN2FjODk4MzYtNDgyMC00MmM0LWJhMzItNDYyZDc2OTQ2YzAxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Fahadh,Faasil,Viji,Venkatesh,Anjana,Jayaprakash,Dhwani,Rajesh,,,
Adi,https://www.imdb.com/title/tt13671946/,tt13671946,Prasobh Vijayan,"Nandu, has been earning a living in Saudi and is engaged to Geethika. They get married but while returning from the church they get in a fight with two men on a bike.","https://m.media-amazon.com/images/M/MV5BMzJjYTJkZWUtZWJjOS00YzBjLTlhNDAtNDI2NWQyZjYwZWVhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Shine,Tom,Chacko,Ahaana,Krishna,Sreekanth,Dasan,Bitto,Davis,,
Kirkkan,https://www.imdb.com/title/tt27598854/,tt27598854,Josh,The death of a girl and the further police investigation.,"https://m.media-amazon.com/images/M/MV5BNDNkNmNhZDctZTgwMC00YmI2LWE5OGEtYzE1YTAwZGFiODU4XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY562_CR37,0,380,562_.jpg",Johny,Antony,Ullas,Chemban,Salim,Kumar,Sarath,Kumar,,,
Pookkaalam,https://www.imdb.com/title/tt21071620/,tt21071620,Ganesh Raj,A nearly 100 year old man decides to divorce his nearly 100 year old wife after finding a secret love letter of hers from nearly 60 years ago.,"https://m.media-amazon.com/images/M/MV5BMzRmYWUxNjktMmM5OS00Mjk0LTg4NzQtZWM4ZTAyZjg2ZGU2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY562_CR35,0,380,562_.jpg",Vijayaraghavan,K.P.A.C.,Leela,Basil,Joseph,Ganga,Meera,,,,
Thankam,https://www.imdb.com/title/tt11086194/,tt11086194,"Prinish Prabhakaran, Saheed Arafath","Muthu (Biju Menon) and Kannan (Vineeth Sreenivasan) are Gold Agents from Thrissur, the Gold Capital of India. The movie portrays their travel to Mumbai to distribute gold and the following mishaps they face at their journey.","https://m.media-amazon.com/images/M/MV5BZmIyYWFhNDUtMGQwOC00NTRkLWFhMTMtN2IzOWJhNDk5N2EyXkEyXkFqcGdeQXVyMTU5OTAwOTY3._V1_QL75_UX380_CR0,4,380,562_.jpg",Biju,Menon,Vineeth,Sreenivasan,Girish,Kulkarni,Aparna,Balamurali,,,
